activities,datetime,id,imageCount,region,tags,title,username,area.id,area.name,area.slug,location.latitude,location.longitude,observations.avalanche,observations.incident,observations.quick,observations.snowpack,observations.weather
,2020-01-01T01:00:00Z,523517f2-55b2-48cf-8d96-bf5de60b4c19,6,Yukon,['snowConditions'],Found: pillow in Powder Valley,Breanne Johnson,0b23a25d-0346-4fa4-8412-faa4c3581d2a,Yukon,yukon,59.9036,-134.87942,0,0,1,0,0
,2019-12-31T22:34:00Z,98f46a65-92a9-493f-8dc8-fc6d8cde55c4,1,South Coast Inland,['snowConditions'],Phelix creek extended column weak layer,trcurran,ef6cafd5-aa52-41c2-8d43-7293c4e91ff9,South Coast Inland,south-coast-inland,50.62163,-122.6887,0,0,0,1,0
,2019-12-31T22:00:26Z,505f466c-5ebb-4b93-bb2f-188a7e6c5be5,1,South Coast Inland,['snowConditions'],Phelix Creek,Zack Wentz,ef6cafd5-aa52-41c2-8d43-7293c4e91ff9,South Coast Inland,south-coast-inland,50.625502967857074,-122.6798775916657,0,0,1,1,1
,2019-12-31T21:00:00Z,b658645f-ed10-4b27-8d60-a2c8625f51b6,3,South Columbia,['snowConditions'],Milford Peak,wrozek,62777591-fe26-4e65-bee6-6387efa353f3,South Columbia,south-columbia,49.99175,-116.95575,1,0,1,0,1
,2019-12-31T20:45:37Z,ffb8a466-c75b-4094-9ac9-3a63d2d2279d,5,Yukon,['snowConditions'],Fraser shoulder,jeni.rudisill,0b23a25d-0346-4fa4-8412-faa4c3581d2a,Yukon,yukon,59.70507592843961,-135.09141751524777,0,0,1,1,1
,2019-12-31T20:30:40Z,ec84a10c-667d-4c58-b755-0cec55484fcf,1,Kootenay Boundary,['snowConditions'],Ladybird,lmtedesco,da61db13-64bf-4e21-9ade-d06b2c9390f8,Kootenay Boundary,kootenay-boundary,49.468685245027984,-117.7883057145135,0,0,1,0,1
,2019-12-31T20:00:49Z,0b3ace61-8d46-46cf-a29b-620eba1dfe38,1,South Coast,['snowConditions'],Mt mulligan,madoc.hill,5ab6602b-ad84-440b-888e-e1a01f535cab,South Coast,south-coast,49.68829284019287,-123.05013072938851,0,0,1,1,1
,2019-12-31T20:00:00Z,3f2574c6-be74-4194-b99a-121b27fe0d21,0,Sea to Sky,['snowConditions'],Between mount sproatt and tonic peak,nicpaw,93518f8b-24b0-47c5-8a17-6a6ffa409a83,Sea to Sky,sea-to-sky,50.06397,-123.20035,0,0,1,0,0
,2019-12-31T19:30:12Z,ff9589a4-e152-4a28-afa2-36730ea2ff2d,0,Kootenay Boundary,['snowConditions'],Char Peak,bFow,da61db13-64bf-4e21-9ade-d06b2c9390f8,Kootenay Boundary,kootenay-boundary,49.065388753438185,-117.00975606963736,0,0,1,0,0
,2019-12-31T19:11:21Z,b424f126-3a29-4229-91a2-2383d6680206,0,"Banff, Yoho, and Kootenay National Parks",['snowConditions'],Narao Glades,bdpiche,,,,51.424129532129484,-116.32986025289281,0,0,1,0,0
