activities,datetime,id,imageCount,region,tags,title,username,area.id,area.name,area.slug,location.latitude,location.longitude,observations.avalanche,observations.incident,observations.quick,observations.snowpack,observations.weather
,2019-01-01T03:10:39Z,fb135c9e-58c6-4a2f-a6c0-e33982fa8adb,1,Northwest Inland,['snowConditions'],Elliot glades,Aaron Trowbridge,f45d017f-54ce-409f-97e7-c2e65a8c7c49,Northwest Inland,northwest-inland,54.87366806343661,-127.35902000191408,0,0,1,0,0
,2018-12-31T23:20:42Z,0a0339c8-2525-42e4-a612-52e8336f61cb,1,Sea to Sky,['snowConditions'],Corral/Adit Ridge,msulkers,93518f8b-24b0-47c5-8a17-6a6ffa409a83,Sea to Sky,sea-to-sky,50.040389157805976,-122.86856994111662,0,0,1,0,0
,2018-12-31T23:00:00Z,617638c0-a7d1-40c3-b16a-3cfcab58070c,5,South Rockies,['snowConditions'],Flying around the South Rockies,southrockies,505a3b20-0f76-431a-934e-8f68baedeb19,South Rockies,south-rockies,49.90806,-115.20507,0,0,1,0,0
,2018-12-31T22:30:00Z,548a714e-7e39-4658-a256-3cc431e3d9dd,0,Kootenay Boundary,['snowConditions'],"South Face, South Peak of Marble Lake",James Klemmensen,da61db13-64bf-4e21-9ade-d06b2c9390f8,Kootenay Boundary,kootenay-boundary,49.33666667,-117.45472222,0,0,1,1,0
,2018-12-31T21:30:11Z,c130cb3b-0309-4ea8-a282-a5c51203c94c,1,Kootenay Boundary,['snowConditions'],SE faces in the Rossland Range are sketchy!,desjardins.michele,da61db13-64bf-4e21-9ade-d06b2c9390f8,Kootenay Boundary,kootenay-boundary,49.15922604385415,-117.89572432103978,1,0,0,0,0
,2018-12-31T21:30:00Z,6bb3f157-7392-4402-ac6f-30b2277c5f17,7,North Columbia,['snowConditions'],Super Bowl,ryanselvig,9b642bc3-6f7c-47c4-b0e6-101751e2a25c,North Columbia,north-columbia,51.01399765199708,-118.36056232452393,0,0,1,0,0
,2018-12-31T21:30:00Z,33b58e4d-995f-4d59-9f0a-bdb815cf948a,0,Purcells,['snowConditions'],McMurdo,aleta28,63f12039-92fd-40b0-a0fb-4f558d626409,Purcells,purcells,51.04309,-117.13132,0,0,1,1,0
,2018-12-31T19:30:00Z,0de43d37-71bc-4138-931b-06a59db4a5fe,2,"Banff, Yoho, and Kootenay National Parks",['snowConditions'],Treeline Test Profile Dolomite South Shoulder,snow.safety,,,,51.65351,-116.34233,0,0,0,1,0
,2018-12-31T19:25:00Z,b121f7e4-2f6e-4a7d-b1ae-00d2a0d12cb3,0,"Banff, Yoho, and Kootenay National Parks",['snowConditions'],Healy Pass,Bryan Fenske,,,,51.09770555555556,-115.8597861111111,0,0,1,0,0
,2018-12-31T18:15:00Z,885aa68a-8c77-488e-a294-9bc047e72fb1,7,North Columbia,['snowConditions'],Sugar Bowl,ryanselvig,9b642bc3-6f7c-47c4-b0e6-101751e2a25c,North Columbia,north-columbia,51.00287258461709,-118.37631225585938,0,0,1,0,0
